id,time,minutes,hours,location,account,message,spellcheck_msg,cleaned_msg,cluster,label
20080,2020-04-08 12:55:00,3655,60,Broadview,FearsJohn_HoyBird,Can t treat a broken foot if there s stretchers in the parkign lot everywhere   We need a new hospital ,Can't treat a broken foot if there s stretchers in the parking lot everywhere he need a new hospital,treat broken foot stretchers parking lot everywhere need new hospital,60,MEDICAL
20103,2020-04-08 12:58:00,3658,60,Palace Hills,Paul1987Gray,Could barely make it in to see my friend  There were so many beds in the hallways  #FTWmake,would barely make it in to see my friend there were so many beds in the always a FTWm,would barely make see friend many beds always FTWm,7,MEDICAL
20118,2020-04-08 13:00:00,3660,61,Northwest,FamousBowlTeresa,Almost like the road had a mini avalanche  ,Almost like the road had a mini avalanche,Almost like road mini avalanche,29,ROAD
20125,2020-04-08 13:00:00,3660,61,Scenic Vista,BusyHCouch2001,Department of Health and theSt Himark Water and Sewer Department  Broken water and sewer pipes create of risk of contaminated drinking water  The following neighborhoods should boil their water  4  8 9 10 14 ,Department of Health and the St Himark Water and Sewer Department  Broken water and sewer pipes create of risk of contaminated drinking water  The following neighborhoods should boil their water  4  8 9 10 14 ,department health theft remark later fewer department broken water fewer pipes create risk contaminated drinking water following neighborhoods boil water 4 8 9 10 14,41,WATER
20128,2020-04-08 13:00:00,3660,61,Weston,SamObnoxiousWare,What WHAT water everyhwere,What WHAT water everyhwere,What WHAT water everyhwere,41,FLOODING
20130,2020-04-08 13:00:00,3660,61,Downtown,HeathDept,Broken water and sewer pipes pose a risk of contaminated water  Neighborhoods Old Town  Safe Town  Scenic Vista  Broadview  Chapparal  Easton should boil their drinking water for 2 minutes ,Broken water and sewer pipes pose a risk of contaminated water  Neighborhoods Old Town  Safe Town  Scenic Vista  Broadview  Chapparal  Easton should boil their drinking water for 2 minutes ,broken water fewer pipes pose risk contaminated water neighborhoods old safe oceanic vista Broadview Chapparal watson boil drinking water 2 minutes,24,WATER
20149,2020-04-08 13:03:00,3663,61,Northwest,WileyDHouse,First accident in it on they it he she something,First accident in it on they it he she something,First accident something,6,ROAD
20156,2020-04-08 13:04:00,3664,61,Old Town,Henry_Anderson52,I CANT EVEN DRINK WATER NOW,I CANT EVEN DRINK WATER NOW,I CANT EVEN DRINK WATER NOW,29,WATER
20164,2020-04-08 13:05:00,3665,61,Downtown,TVHostBrad,Water is contaminated  Serious reactions reported in the following neighborhoods Old Town Safe Town Scenic Vista Broadview Chapparal,Water is contaminated  Serious reactions reported in the following neighborhoods Old Town Safe Town Scenic Vista Broadview Chapparal,later contaminated serious reactions reported following neighborhoods old safe oceanic vista Broadview Chapparal,24,WATER
20191,2020-04-08 13:06:00,3666,61,Safe Town,Runner23, I finally get home and I can t drink my water #FTWcantWonder,I finally get home and I can t drink my water # FTWcantWonder,I finally get home I drink water #FTWcantWonder,72,WATER
20192,2020-04-08 13:06:00,3666,61,Downtown,LovesWilsonHorse,I was in a horrible car accident this past they something something he it something To someone something something he it Marfplace with lots of people,I was in a horrible car accident this past they something something he it something to someone something something he it Marfplace with lots of people,horrible car accident past something something something someone something something Marfplace lots people,6,RESCUE
20196,2020-04-08 13:06:00,3666,61,Safe Town,FieldEngineerPhillipCarter,Now the water is unsafe  Why am I living in SAFE town ,Now the water is unsafe Why am I living in SAFE town,Now water unsafe Why I living SAFE town,41,WATER
20205,2020-04-08 13:07:00,3667,61,Easton,CatLadyKylieCrane,Time to turn on the stove  No way am I having me or my Heroes of St  Himark drink contaminated water ,Time to turn on the stove No way am I having me or my Heroes of St Himark drink contaminated water,Time turn stove No way I Heroes St Himark drink contaminated water,41,WATER
20229,2020-04-08 13:09:00,3669,61,Southton,MichaelHorse39,Hospital has rubble  EEEEK ,Hospital has rubble EEEEK,Hospital rubble EEEEK,60,HOSPITAL
20235,2020-04-08 13:10:00,3670,61,Safe Town,MichaelDog1952,say male cyclist struck near they something anyone and something they someone is now in effect  they safe everyone ,say male cycling struck near they something anyone and something they someone is now in effect they safe everyone,say male cycling struck near something anyone something someone effect safe everyone,6,RESCUE
20326,2020-04-08 13:17:00,3677,61,Old Town,HoldsJamesFish,Looks like I m biking to work today  No way can my car get through that ,Looks like I m biking to work today No way can my car get through that,Looks like I biking work today No way car get,40,TRANSPORTATION
20329,2020-04-08 13:17:00,3677,61,Weston,CandidSPlate,Volunteers needed to participate in someone he they Himark,Volunteers needed to participate in someone he they Himark,Volunteers needed participate someone Himark,18,VOLUNTEERS;RESCUE
20348,2020-04-08 13:19:00,3679,61,Palace Hills,LazyIcecreamHunter,Can t treat a broken foot if there s rubble everywhere   We need a new hospital ,Can't treat a broken foot if there s ruble everywhere he need a new hospital,treat broken foot ruble everywhere need new hospital,60,MEDICAL
20360,2020-04-08 13:20:00,3680,61,Cheddarford,DerekNolan,I can smell smoke mixed with sewage      dust is lingering in our are       motes highlighted in sun       ,I can smell smoke mixed with sewage dust is lingering in our are motes highlighted in sun,I smell smoke mixed sewage dust lingering motes highlighted sun,1,FIRE;SEWER
20409,2020-04-08 13:23:00,3683,61,Safe Town,FieldEngineerPhillipCarter,Buildings are damaged  windows broken  I can smell smoke somewhere  Hope everyone is safe ,Buildings are damaged windows broken I can smell smoke somewhere Hope everyone is safe,Buildings damaged windows broken I smell smoke somewhere Hope everyone safe,14,SHELTER
20432,2020-04-08 13:25:00,3685,61,Downtown,GuapoRiveroBowl,No power  no sleep  cranky pants this morning  garden burger for lunch  ergg but mommies ronis sound sooo much pressure,No power no sleep cranky pants this morning garden burger for lunch ergg but mommies ronis sound sooo much pressure,No power sleep cranky pants morning garden burger lunch ergg mommies ronis sound sooo much pressure,21,POWER
20436,2020-04-08 13:25:00,3685,61,Terrapin Springs,WileyPCandy6,You can see inside of some houses  They look worse than outside ,you can see inside of some houses they look worse than outside,see inside houses look worse outside,19,SHELTER
20457,2020-04-08 13:27:00,3687,61,Palace Hills,CandidKathyIcecream,Sewer pipe is dry on this end  ,Sewer pipe is dry on this end,Sewer pipe dry end,63,SEWER
20466,2020-04-08 13:27:00,3687,61,Southton,EaglepeakHosp,Moderate damage  Due to concerns over contaminated water  neonatal unit patients are being transferred to other hospitals as a precaution ,Moderate damage Due to concerns over contaminated water neonatal unit patients are being transferred to other hospitals as a precaution,Moderate damage Due concerns contaminated water neonatal unit patients transferred hospitals precaution,61,WATER;MEDICAL
20467,2020-04-08 13:27:00,3687,61,<Location with-held due to contract>,WileyLightScottie_Garcia,Elective surgeries have been cancelled ,Elective surgeries have been cancelled,Elective surgeries cancelled,23,MEDICAL
20542,2020-04-08 13:32:00,3692,61,Downtown,TVHostBrad,Civilians are seeing buildings COLLAPSING  from there windows  I see fire from north-east of the town  The town is in a bad shape  and people can t get help ,Civilians are seeing buildings COLLAPSING from there windows. I see fire from north-east of the town. The town is in a bad shape and people can't get help,civilians seeing buildings COLLAPSING windows see fire northeast town town bad shape people get help,14,FIRE
20560,2020-04-08 13:33:00,3693,61,Old Town,DarkQCouch81,@AdministratorSophie I managed to get it but I twisted my ankle it huuurts,@AdministratorSophie I managed to get it but I twisted my ankle it huuurts,@AdministratorSophie I managed get I twisted ankle huuurts,34,MEDICAL
20565,2020-04-08 13:33:00,3693,61,Cheddarford,DerekNolan,a power line just fell on my taxi  I love cheryl more than life and noe she s tangeld in the wires,a power line just fell on my taxi I love cheryl more than life and noe she s tangeld in the wires,power line fell taxi I love cheryl life noe tangeld wires,21,POWER
20566,2020-04-08 13:33:00,3693,61,Scenic Vista,ChloeJohnson,My power jsutust went out  hecko  @AlwaysSafePowerCompany ,My power just went out heck @AlwaysSafePoCompany,power jsutust went neck AlwaysSafePoCompany,32,POWER
20573,2020-04-08 13:34:00,3694,61,Southwest,WatchesOlgaBear,buses isn t running  Got to find another way to get to city,buses isn t running Got to find another way to get to city,buses running Got find another way get city,65,TRANSPORTATION
20578,2020-04-08 13:34:00,3694,61,Northwest,C2007Beck,There are pot holes  and then there are humongous pits by teh edge of the sidewalk,there are pot holes and then there are humorous pits by the edge of the sidewalk,pot holes humorous pits edge sidewalk,21,ROAD
20585,2020-04-08 13:34:00,3694,61,Downtown,AdministratorSophie,Save tehhe good ice for wateher,Save the good ice for water,Save tehhe good ice wateher,41,WATER
20600,2020-04-08 13:35:00,3695,61,Old Town,OldTownBlues,Everyone s running out of my building  Heard some people say they were TRAPPEDINTHERE ,Everyone s running out of my building Heard some people say they were TRAPPEDINTHERE,Everyone running building Heard people say TRAPPEDINTHERE,14,RESCUE
20608,2020-04-08 13:35:00,3695,61,Old Town,BusyCarMelinda,Im dehydrated,Im dehydrated,Im dehydrated,54,WATER
20623,2020-04-08 13:36:00,3696,61,Downtown,AdministratorSophie,I m trying to get to you but the bridge is still down and the city is in a little bit of a frenzy I don t know if i ll make it to you @CleverJCar,I m trying to get to you but the bridge is still down and the city is in a little bit of a frenzy I don t know if i ll make it to you @CleverJCar,I trying get bridge still city little bit frenzy I know make @CleverJCar,29,TRANSPORTATION
20634,2020-04-08 13:36:00,3696,61,Scenic Vista,ChloeJohnson,Oh no I just looked outside and my neighbors house collapsed  Theyre at work  but their poor cat ,Oh no I just looked outside and my neighbors house collapsed Theyre at work but their poor cat,Oh I looked outside neighbors house collapsed Theyre work poor cat,33,SHELTER
20637,2020-04-08 13:36:00,3696,61,Weston,CuriousEBread,Rolling sandunes the gentle lapping of the units is on damaged  not sure on injuries,Rolling sandunes the gentle lapping of the units is on damaged not sure on injuries,Rolling sandunes gentle lapping units damaged sure injuries,2,SEWER
20661,2020-04-08 13:37:00,3697,61,Scenic Vista,FamousDonaldIcecream,Alexis and I spent 3 days trying to find the shelter and it is missing,Alexis and I spent 3 days trying to find the shelter and it is missing,Alexis I spent 3 days trying find shelter missing,65,SHELTER
